index,BATHRM,HF_BATHRM,AC,ROOMS,BEDRM,SALEDATE,KITCHENS,FIREPLACES,LANDAREA,LONGITUDE,LATITUDE,QUADRANT,PRICE,ZIPCODE,WARD
3114,2,0,N,6,3,2011,1,0,1515,-77.00181259,38.87793717,SE,410000,20003,6
3115,1,1,Y,6,3,2010,1,0,1365,-77.00181248,38.87797717,SE,440000,20003,6
3116,2,0,Y,6,2,2008,1,0,1350,-77.00179185,38.87801762,SE,530000,20003,6
3117,2,0,Y,4,3,2016,1,0,469,-77.00166774,38.87825283,SE,680000,20003,6
3118,3,1,Y,8,5,2013,2,2,2102,-76.99973999,38.88079068,SE,391800,20003,6
3119,3,1,Y,8,5,2003,2,2,2102,-76.99973999,38.88073303,SE,859500,20003,6
3120,3,1,Y,8,5,2015,2,2,2102,-76.9997385,38.88066718,SE,1735000,20003,6
3121,3,1,Y,10,5,2004,2,3,2616,-77.00035612,38.8806143,SE,1004174,20003,6
3122,1,0,Y,7,2,2014,1,0,710,-76.99975268,38.87891009,SE,510000,20003,6
3123,1,1,Y,6,3,2014,1,1,709,-76.99974242,38.878871,SE,535000,20003,6
3124,2,1,Y,6,2,2006,1,1,698,-76.99974484,38.87880154,SE,559000,20003,6
3125,2,1,Y,6,2,2015,1,0,698,-76.99974669,38.8787629,SE,570000,20003,6
3126,2,1,Y,7,3,2017,1,1,1166,-77.00144124,38.89941657,NE,748000,20002,6
3127,2,1,Y,7,3,2012,1,1,1167,-77.00144055,38.89936225,NE,517000,20002,6
3128,2,1,Y,6,3,2016,1,0,978,-77.00116503,38.89958179,NE,757000,20002,6
3129,2,1,Y,7,4,2015,1,1,1077,-77.00179355,38.89960862,NE,848500,20002,6
3130,2,1,Y,7,4,2009,1,1,1173,-77.00141519,38.8993146,NE,525000,20002,6
3131,2,1,Y,7,3,2016,1,0,1164,-77.00116734,38.8995381,NE,720000,20002,6
3132,3,1,Y,6,3,2002,2,2,2094,-77.00109435,38.89873671,NE,483500,20002,6
3133,2,1,Y,6,3,2006,1,2,1500,-77.00095014,38.8987223,NE,749000,20002,6
3134,1,0,Y,4,2,2014,1,1,791,-77.00077664,38.89853466,NE,609000,20002,6
3135,1,0,N,5,2,2018,1,0,1203,-77.00078759,38.89846439,NE,649000,20002,6
3136,2,1,Y,5,2,2015,1,2,1594,-77.00127257,38.8987186,NE,825000,20002,6
3137,2,1,Y,6,3,2013,1,0,1551,-77.00179282,38.89817431,NE,856000,20002,6
3138,3,1,Y,9,5,2013,1,0,1715,-77.0008337,38.8980855,NE,1401350,20002,6
3139,2,0,Y,8,3,2009,1,1,978,-77.00184844,38.88264523,SE,775000,20003,6
3140,2,0,Y,7,3,2008,1,1,1299,-77.0018088,38.88286873,SE,825000,20003,6
3141,1,0,N,6,3,2014,1,0,1024,-77.00180915,38.88291296,SE,558130,20003,6
3142,1,0,Y,6,3,1998,1,1,1024,-77.00180823,38.88295737,SE,259000,20003,6
3143,2,1,Y,9,3,2009,2,2,1024,-77.0018088,38.88300178,SE,769000,20003,6
3144,2,0,Y,7,3,2009,1,0,1172,-77.00159501,38.88300971,SE,895000,20003,6
3145,2,1,Y,7,3,1997,1,1,1122,-77.00142995,38.89964592,NE,123000,20002,6
3146,3,1,Y,8,3,2007,2,1,1122,-77.0037673,38.88250276,SE,856670,20003,6
3147,2,0,N,6,3,1996,1,1,945,-77.00375461,38.88233781,SE,210000,20003,6
3148,1,1,N,9,3,2017,1,0,945,-77.00376152,38.88229611,SE,725000,20003,6
3149,1,1,N,6,3,1998,1,1,945,-77.00375472,38.8822544,SE,220000,20003,6
3150,2,2,Y,9,3,2002,2,2,1435,-77.00376013,38.88212657,SE,755000,20003,6
3151,1,0,Y,4,2,2013,1,0,513,-77.00101372,38.90356411,NE,358000,20002,6
3152,1,1,Y,5,2,2012,1,0,591,-77.00092253,38.90355583,NE,378000,20002,6
3153,1,1,Y,6,3,1999,1,0,756,-77.0008009,38.90358303,NE,20000,20002,6
3154,1,0,Y,4,1,2007,1,0,622,-77.00076978,38.90351105,NE,349990,20002,6
3155,1,1,Y,5,2,2009,1,0,1047,-77.0007746,38.90205467,NE,428000,20002,6
3156,1,0,N,6,2,2014,1,0,1075,-77.00076169,38.90201522,NE,500000,20002,6
3157,2,1,Y,8,4,2018,2,0,1226,-77.00146159,38.90223727,NE,835000,20002,6
3158,1,2,N,6,4,2005,1,0,1637,-77.00104668,38.90223772,NE,98100,20002,6
3159,3,1,Y,6,5,2007,2,0,2025,-77.00180652,38.90188693,NE,640000,20002,6
3160,1,1,N,6,3,2007,1,0,1280,-77.00179131,38.90224708,NE,113500,20002,6
3161,2,1,Y,6,3,2012,1,0,1226,-77.0014081,38.90224637,NE,600000,20002,6
3162,1,0,N,7,3,2001,1,0,1652,-77.00123851,38.90226727,NE,169900,20002,6
3163,2,0,Y,8,3,2013,1,0,1200,-77.00124485,38.90202305,NE,500000,20002,6
3164,1,1,Y,6,3,2005,1,0,1178,-76.99930901,38.89873266,NE,499000,20002,6
3165,1,0,N,6,3,2000,1,0,1952,-76.99866472,38.89810604,NE,465000,20002,6
3166,2,1,Y,8,3,2013,1,1,1067,-76.99726138,38.89659756,NE,820000,20002,6
3167,2,1,Y,6,2,2002,1,1,1067,-76.99714103,38.89660404,NE,443000,20002,6
3168,2,1,Y,8,4,1996,1,1,1066,-76.99702748,38.89660035,NE,139000,20002,6
3169,1,1,Y,4,2,2018,1,0,960,-76.99767106,38.89682935,NE,827500,20002,6
3170,2,0,Y,7,2,1999,1,2,960,-76.99762011,38.89683197,NE,229000,20002,6
3171,3,0,Y,11,4,2004,2,0,960,-76.99756581,38.89683196,NE,649000,20002,6
3172,2,0,N,9,4,2005,1,0,960,-76.99751486,38.89683196,NE,600000,20002,6
3173,1,0,N,6,3,2000,1,0,1024,-76.99776214,38.89660856,NE,175000,20002,6
3174,1,1,Y,6,3,2012,1,1,1024,-76.99770773,38.89660586,NE,655000,20002,6
3175,3,1,Y,7,3,2018,1,0,1024,-76.99765343,38.89660586,NE,1085000,20002,6
3176,1,1,Y,6,3,1994,1,2,1280,-76.9968157,38.89713093,NE,164000,20002,6
3177,2,0,Y,6,3,2005,1,0,1280,-76.99670169,38.89713102,NE,600000,20002,6
3178,3,1,Y,10,6,1999,2,3,1600,-76.99748537,38.89631524,NE,411400,20002,6
3179,3,1,Y,11,5,2007,2,0,1600,-76.99740433,38.8963038,NE,985000,20002,6
3180,3,1,Y,7,3,2003,1,0,1211,-76.99657434,38.89629792,NE,489000,20002,6
3181,1,1,N,7,2,2010,1,0,1490,-76.99783512,38.89630651,NE,700000,20002,6
3182,1,0,N,5,2,1995,1,0,1024,-76.99759637,38.89660631,NE,128000,20002,6
3183,3,1,Y,6,3,2001,2,1,1024,-76.99749112,38.89660009,NE,325000,20002,6
3184,2,1,Y,6,3,1998,1,0,1024,-76.99742876,38.89660288,NE,172900,20002,6
3185,2,1,N,5,2,2002,1,0,1024,-76.99737677,38.89660324,NE,308000,20002,6
3186,2,1,Y,5,2,2012,1,0,960,-76.99730748,38.89683007,NE,712000,20002,6
3187,2,0,Y,6,4,2008,1,1,2000,-76.99862608,38.90544857,NE,389000,20002,6
3188,4,0,Y,8,4,2011,1,0,2000,-76.99872744,38.90449215,NE,690000,20002,6
3189,1,0,N,7,3,2007,1,0,2000,-76.99867452,38.90438108,NE,303300,20002,6
3190,2,1,Y,7,3,2017,1,1,2000,-76.99864916,38.90432486,NE,840000,20002,6
3191,1,1,Y,6,2,2010,1,1,1520,-76.99772555,38.89797792,NE,526000,20002,6
3192,2,1,Y,6,3,2017,1,1,1520,-76.99767275,38.89797684,NE,853632,20002,6
3193,1,2,Y,5,2,2006,1,1,1520,-76.99755759,38.89797071,NE,534900,20002,6
3194,2,1,Y,6,3,2007,1,1,1520,-76.99750111,38.89796161,NE,685000,20002,6
3195,1,1,Y,4,2,1999,1,1,1520,-76.99744543,38.89796152,NE,143000,20002,6
3196,2,0,Y,5,3,2009,2,0,1520,-76.99738928,38.89796161,NE,500000,20002,6
3197,3,1,Y,8,4,2012,2,0,1520,-76.99722178,38.8979726,NE,827000,20002,6
3198,1,0,N,6,3,2017,1,0,1520,-76.99716426,38.8979725,NE,685000,20002,6
3199,2,1,Y,6,3,2015,1,0,1520,-76.99699365,38.89797205,NE,683000,20002,6
3200,3,1,Y,6,4,2015,2,0,1520,-76.9968748,38.89797772,NE,875000,20002,6
3201,1,1,Y,5,2,1998,1,1,1520,-76.99681773,38.89797772,NE,123000,20002,6
3202,1,1,Y,7,3,2006,1,0,1520,-76.99676505,38.89797664,NE,549000,20002,6
3203,2,1,Y,6,4,2015,1,0,1520,-76.9967066,38.89797772,NE,745000,20002,6
3204,2,1,N,7,3,1999,2,1,1800,-76.99800073,38.89753877,NE,319900,20002,6
3205,1,0,N,11,4,1994,1,0,1224,-76.99812823,38.89753904,NE,137000,20002,6
3206,2,1,Y,6,3,2013,1,0,1224,-76.99818749,38.8975176,NE,815000,20002,6
3207,2,1,Y,7,3,2007,1,1,1038,-76.99821123,38.89766579,NE,785000,20002,6
3208,3,0,Y,9,6,2010,2,0,2175,-76.99706802,38.89756235,NE,699000,20002,6
3209,2,1,Y,6,3,2002,1,0,1950,-76.99975801,38.90419344,NE,254088,20002,6
3210,2,1,Y,6,4,2011,1,0,1950,-76.99974556,38.90413867,NE,380000,20002,6
3211,2,1,Y,7,4,2008,1,0,1950,-76.99975017,38.90408507,NE,407000,20002,6
3212,1,0,N,6,3,2006,1,0,1950,-76.9997451,38.90392526,NE,431000,20002,6
3213,3,0,Y,6,3,2007,1,0,1700,-76.99978856,38.9038686,NE,799000,20002,6
3214,2,1,Y,4,3,2009,1,0,1800,-77.00032615,38.90411624,NE,535000,20002,6
3215,1,0,N,6,3,2018,1,0,1600,-77.00033376,38.90416362,NE,640000,20002,6
3216,3,0,Y,8,4,2010,2,0,1788,-77.00035544,38.90450873,NE,617000,20002,6
3217,3,1,Y,7,4,2002,1,1,1710,-77.00032996,38.90455963,NE,251000,20002,6
3218,2,1,Y,7,3,2009,1,1,1729,-76.99977754,38.88777218,SE,769420,20003,6
3219,3,1,Y,7,2,2015,1,1,1728,-76.99971818,38.88777218,SE,1250000,20003,6
3220,2,0,Y,6,3,1998,1,0,1694,-77.00025853,38.88776921,SE,157500,20003,6
3221,3,1,Y,9,4,2013,1,3,1139,-77.00031409,38.88777218,SE,1199000,20003,6
3222,2,1,N,8,4,2018,2,3,2282,-76.99974377,38.88818531,SE,1395000,20003,6
